Date;Time;Williams;;;Money Flow Oscillator;
11/03/2020;17:00:00;-68;3133380381087;;-0;161
11/03/2020;19:00:00;-44;3189837685251;;-0;149
11/03/2020;20:00:00;-69;3862275449102;;-0;148
11/03/2020;21:00:00;-76;1760242792109;;-0;151
11/03/2020;22:00:00;-100;-0;;152;
11/03/2020;23:00:00;-91;5295062224006;;-0;145
12/03/2020;00:00:00;-95;5038137294259;;-0;148
12/03/2020;01:00:00;-79;8875953432356;;-0;154
12/03/2020;02:00:00;-83;2322357019064;;-0;167
12/03/2020;03:00:00;-88;3882149046794;;-0;17
12/03/2020;04:00:00;-85;49164208456;;-0;169
12/03/2020;05:00:00;-95;968534906588;;-0;168
12/03/2020;06:00:00;-94;1002949852507;;-0;163
12/03/2020;07:00:00;-93;4611602753196;;-0;224
12/03/2020;08:00:00;-100;-0;;285;
12/03/2020;09:00:00;-100;-0;;238;
12/03/2020;10:00:00;-65;739067582219;;-0;305
12/03/2020;11:00:00;-61;5671641791045;;-0;205
12/03/2020;12:00:00;-81;2753623188406;;-0;129
12/03/2020;13:00:00;-37;9768786127168;;0;69
12/03/2020;14:00:00;-52;6826775677057;;0;62
12/03/2020;15:00:00;-88;3495145631068;;-0;105
12/03/2020;16:00:00;-98;5964912280702;;-0;192
12/03/2020;17:00:00;-95;1166180758018;;-0;229
12/03/2020;19:00:00;-83;3718244803695;;-0;225
12/03/2020;20:00:00;-92;8736390630155;;-0;205
12/03/2020;21:00:00;-89;1454965357968;;-0;193
12/03/2020;22:00:00;-95;4205327746184;;-0;233
12/03/2020;23:00:00;-95;8161461402475;;-0;248
13/03/2020;00:00:00;-98;8607234406152;;-0;257
13/03/2020;01:00:00;-62;8595841640558;;-0;189
13/03/2020;02:00:00;-52;8624323554543;;-0;95
13/03/2020;03:00:00;-49;8148675591;;-0;102
13/03/2020;04:00:00;-32;3269723725434;;-0;29
13/03/2020;05:00:00;-24;9526694433927;;-0;15
13/03/2020;06:00:00;-7;2699734948883;;-0;2
13/03/2020;07:00:00;-4;1363120030292;;0;23
13/03/2020;08:00:00;0;0;;22;
13/03/2020;09:00:00;0;0;;45;
13/03/2020;10:00:00;-27;9222814164839;;-0;9
13/03/2020;11:00:00;-36;5402695079912;;-0;98
13/03/2020;12:00:00;-41;2723284236916;;-0;222
13/03/2020;13:00:00;-33;845189595738;;-0;135
13/03/2020;14:00:00;-20;9002203336481;;-0;72
13/03/2020;15:00:00;-49;5090439276486;;-0;79
13/03/2020;16:00:00;-2;94220665499124;;0;22
13/03/2020;17:00:00;-22;1041055718475;;0;6
14/03/2020;12:00:00;-22;1041055718475;;0;69
15/03/2020;19:00:00;-61;58357771261;;0;66
15/03/2020;20:00:00;-61;58357771261;;0;7
15/03/2020;21:00:00;-61;58357771261;;0;61
15/03/2020;22:00:00;-61;58357771261;;0;46
15/03/2020;23:00:00;-61;58357771261;;0;5
16/03/2020;00:00:00;-61;58357771261;;0;36
16/03/2020;01:00:00;-61;58357771261;;0;34
16/03/2020;02:00:00;-65;7019945248338;;0;36
16/03/2020;03:00:00;-70;7666385846672;;0;29
16/03/2020;04:00:00;-70;7666385846672;;0;25
16/03/2020;05:00:00;-70;7666385846672;;0;25
16/03/2020;06:00:00;-100;0;;44;
16/03/2020;07:00:00;-100;0;;97;
16/03/2020;08:00:00;-100;0;;278;
16/03/2020;09:00:00;0;0;;32;
16/03/2020;10:00:00;-64;5340050377834;;0;89
16/03/2020;11:00:00;-32;4937027707809;;0;96
16/03/2020;12:00:00;-9;82367758186398;;0;114
16/03/2020;13:00:00;-41;579345088161;;-0;7
16/03/2020;14:00:00;-53;551637279597;;-0;92
16/03/2020;15:00:00;-44;7858942065491;;-0;109
16/03/2020;16:00:00;-95;7086614173228;;-0;187
16/03/2020;17:00:00;-80;1574803149606;;-0;202
16/03/2020;19:00:00;-73;1889763779528;;-0;191
16/03/2020;20:00:00;-63;4645669291339;;-0;182
16/03/2020;21:00:00;-45;5511811023622;;-0;173
16/03/2020;22:00:00;-41;5354330708661;;-0;17
16/03/2020;23:00:00;-41;5354330708661;;-0;171
17/03/2020;00:00:00;-41;5354330708661;;-0;17
17/03/2020;01:00:00;-41;5354330708661;;-0;17
17/03/2020;02:00:00;-41;5354330708661;;-0;17
17/03/2020;03:00:00;-38;4583506009117;;-0;17
17/03/2020;04:00:00;-25;3018108651911;;-0;17
17/03/2020;05:00:00;-48;7830139823925;;-0;184
17/03/2020;06:00:00;-63;7280934678704;;-0;196
17/03/2020;07:00:00;0;-0;;129;
17/03/2020;08:00:00;-59;2178770949721;;-0;148
17/03/2020;09:00:00;-37;2995780590717;;-0;293
17/03/2020;10:00:00;-95;3399541634836;;-0;268
17/03/2020;11:00:00;-18;5693641618497;;-0;194
17/03/2020;12:00:00;-2;1967892283791;;0;7
17/03/2020;13:00:00;-32;8105654147751;;0;168
17/03/2020;14:00:00;-25;8770119686339;;0;143
17/03/2020;15:00:00;-22;5340486999587;;0;181
17/03/2020;16:00:00;-16;4671894345852;;0;134
17/03/2020;17:00:00;-31;3248039620305;;0;131
17/03/2020;19:00:00;-42;2616591002889;;0;12
17/03/2020;20:00:00;-59;9257119273628;;0;11
17/03/2020;21:00:00;-66;5290961617829;;0;97
17/03/2020;22:00:00;-65;579859678085;;0;92
17/03/2020;23:00:00;-48;808914568716;;0;97
18/03/2020;00:00:00;-65;7449442839455;;0;96
18/03/2020;01:00:00;-67;1894345852249;;0;91
18/03/2020;02:00:00;-100;0;;102;
18/03/2020;03:00:00;-100;0;;118;
18/03/2020;04:00:00;-100;0;;113;
18/03/2020;05:00:00;-100;0;;114;
18/03/2020;06:00:00;-100;0;;126;
18/03/2020;07:00:00;-100;0;;154;
18/03/2020;08:00:00;-100;0;;195;
18/03/2020;09:00:00;-100;0;;24;
18/03/2020;10:00:00;-16;394779771615;;-0;11
18/03/2020;11:00:00;-40;2892561983471;;0;176
18/03/2020;12:00:00;-39;5316804407714;;-0;41
18/03/2020;13:00:00;-88;3608815426997;;-0;59
18/03/2020;14:00:00;-89;552400619515;;-0;167
18/03/2020;15:00:00;-57;942662779397;;-0;151
18/03/2020;16:00:00;-22;6919339164237;;-0;26
18/03/2020;17:00:00;-16;1321671525753;;0;2
18/03/2020;19:00:00;-9;8289241622575;;0;3
18/03/2020;20:00:00;-9;85342019543974;;0;35
18/03/2020;21:00:00;-27;1172638436482;;0;32
18/03/2020;22:00:00;-36;2785016286645;;0;28
18/03/2020;23:00:00;-77;1986970684039;;0;6
19/03/2020;00:00:00;-83;4690553745928;;-0;1
19/03/2020;01:00:00;-80;9039087947883;;-0;5
19/03/2020;02:00:00;-64;8208469055375;;-0;1
19/03/2020;03:00:00;-50;1221498371335;;0;7
19/03/2020;04:00:00;-48;4527687296417;;0;14
19/03/2020;05:00:00;-22;276872964169;;0;18
19/03/2020;06:00:00;-43;4743065029559;;0;2
19/03/2020;07:00:00;-48;931332423829;;-0;24
19/03/2020;08:00:00;-61;3460663938154;;-0;112
19/03/2020;09:00:00;-47;9763528876762;;-0;24
19/03/2020;10:00:00;-33;4438654666035;;0;21
19/03/2020;11:00:00;-29;2978208232446;;0;249
19/03/2020;12:00:00;-22;1450282240556;;0;288
19/03/2020;13:00:00;-18;8884064264003;;0;211
19/03/2020;14:00:00;-8;11965811965812;;0;205
19/03/2020;15:00:00;-13;5452961672474;;0;21
19/03/2020;16:00:00;-47;51269035533;;0;118
19/03/2020;17:00:00;-64;5177664974619;;0;78
19/03/2020;19:00:00;-72;4365482233503;;0;79
19/03/2020;20:00:00;-62;3350253807107;;0;104
19/03/2020;21:00:00;-57;6142131979695;;0;121
19/03/2020;22:00:00;-53;3502538071066;;0;138
19/03/2020;23:00:00;-41;9289340101523;;0;133
20/03/2020;00:00:00;-43;5532994923858;;0;126
20/03/2020;01:00:00;-45;514950166113;;0;129
20/03/2020;02:00:00;-50;5647840531561;;0;122
20/03/2020;03:00:00;-8;70431893687708;;0;133
20/03/2020;04:00:00;-1;87534473248759;;0;165
20/03/2020;05:00:00;0;0;;184;
20/03/2020;06:00:00;0;0;;198;
20/03/2020;07:00:00;-7;11089010442566;;0;192
20/03/2020;08:00:00;-20;2386872202884;;0;38
20/03/2020;09:00:00;-40;5768274490303;;-0;11
20/03/2020;10:00:00;-58;8014981273408;;-0;104
20/03/2020;11:00:00;-36;7393800229621;;-0;1
20/03/2020;12:00:00;-77;9055690072639;;-0;14
20/03/2020;13:00:00;-76;1569416498994;;-0;193
20/03/2020;14:00:00;-74;8490945674044;;-0;13
20/03/2020;15:00:00;-95;1953300404131;;-0;157
20/03/2020;16:00:00;-96;3072378138848;;-0;218
20/03/2020;17:00:00;-96;365853658537;;-0;246
22/03/2020;03:00:00;-96;365853658537;;-0;266
22/03/2020;19:00:00;-100;-0;;277;
22/03/2020;20:00:00;-94;4513871532117;;-0;278
22/03/2020;21:00:00;-96;9901401141671;;-0;289
22/03/2020;22:00:00;-89;6798094734057;;-0;286
22/03/2020;23:00:00;-89;956673451585;;-0;299
23/03/2020;00:00:00;-87;6619552414605;;-0;311
23/03/2020;01:00:00;-82;7149587750294;;-0;333
23/03/2020;02:00:00;-82;8838547285149;;-0;341
23/03/2020;03:00:00;-78;8426763110307;;-0;331
23/03/2020;04:00:00;-77;8275475923852;;-0;31
23/03/2020;05:00:00;-77;6346065347446;;-0;309
23/03/2020;06:00:00;-57;4766355140187;;-0;259
23/03/2020;07:00:00;-27;4442538593482;;-0;334
23/03/2020;08:00:00;-32;6732673267327;;-0;359
23/03/2020;09:00:00;-22;4;;-0;69
23/03/2020;10:00:00;-41;5636363636364;;-0;92
23/03/2020;11:00:00;-59;3245778611632;;-0;52
23/03/2020;12:00:00;-71;1399161265726;;-0;61
23/03/2020;13:00:00;-36;2168396770473;;0;43
23/03/2020;14:00:00;-55;7477893118032;;0;67
23/03/2020;15:00:00;-59;1695501730104;;0;3
23/03/2020;16:00:00;-53;4057668198913;;0;17
23/03/2020;17:00:00;-56;8010075566751;;0;27
23/03/2020;19:00:00;-38;2031905961377;;0;36
23/03/2020;20:00:00;-41;44776119403;;0;41
23/03/2020;21:00:00;-38;2022471910112;;0;26
23/03/2020;22:00:00;-13;438202247191;;0;38
23/03/2020;23:00:00;-12;9887640449438;;0;44
24/03/2020;00:00:00;-21;264075734928;;0;37
24/03/2020;01:00:00;-11;2605879422023;;0;33
24/03/2020;02:00:00;-12;6557050323866;;0;38
24/03/2020;03:00:00;-4;95;;0;42
24/03/2020;04:00:00;-7;6260032102729;;0;4
24/03/2020;05:00:00;-2;86757038581856;;0;45
24/03/2020;06:00:00;0;-0;;25;
24/03/2020;07:00:00;0;-0;;19;
24/03/2020;08:00:00;-18;2332155477032;;-0;36
24/03/2020;09:00:00;-5;70107858243451;;0;71
24/03/2020;10:00:00;-24;8439450686642;;0;98
24/03/2020;11:00:00;-21;6011042097999;;0;74
24/03/2020;12:00:00;-3;30459770114943;;0;146
24/03/2020;13:00:00;-23;722525804493;;0;264
24/03/2020;14:00:00;-44;6754883427851;;0;123
24/03/2020;15:00:00;-16;0;;74;
24/03/2020;16:00:00;-0;741839762611276;;0;191
24/03/2020;17:00:00;-5;6005895357406;;0;205
24/03/2020;19:00:00;-11;783042394015;;0;2
24/03/2020;20:00:00;-33;9152119700748;;0;188
24/03/2020;21:00:00;-46;2593516209476;;0;186
24/03/2020;22:00:00;-40;8977556109726;;0;187
24/03/2020;23:00:00;-42;9551122194514;;0;182
25/03/2020;00:00:00;-58;4988962472406;;0;173
25/03/2020;01:00:00;-42;897718910964;;0;17
25/03/2020;02:00:00;-24;3561442236939;;0;17
25/03/2020;03:00:00;-24;429727740986;;0;168
25/03/2020;04:00:00;-0;5621925509487;;0;174
25/03/2020;05:00:00;-3;11750599520384;;0;209
25/03/2020;06:00:00;-20;6036745406824;;0;233
25/03/2020;07:00:00;-81;4304461942257;;0;149
25/03/2020;08:00:00;-74;2125984251968;;0;129
25/03/2020;09:00:00;-61;9422572178478;;0;131
25/03/2020;10:00:00;-74;9343832020997;;0;136
25/03/2020;11:00:00;-64;8771021992238;;0;68
25/03/2020;12:00:00;-67;2703751617076;;0;156
25/03/2020;13:00:00;-40;5562742561449;;0;98
25/03/2020;14:00:00;-17;5224646983312;;0;158
25/03/2020;15:00:00;-20;1540436456996;;0;12
25/03/2020;16:00:00;-77;214377406932;;0;64
25/03/2020;17:00:00;-72;6572528883184;;0;53
25/03/2020;19:00:00;-69;8331193838254;;0;56
25/03/2020;20:00:00;-72;3363286264442;;0;55
25/03/2020;21:00:00;-71;5019255455712;;0;61
25/03/2020;22:00:00;-90;1155327342747;;0;52
25/03/2020;23:00:00;-81;6049382716049;;0;45
26/03/2020;00:00:00;-77;9012345679012;;0;44
26/03/2020;01:00:00;-82;5925925925926;;0;36
26/03/2020;02:00:00;-85;5555555555556;;0;24
26/03/2020;03:00:00;-94;7530864197531;;0;1
26/03/2020;04:00:00;-94;5992040932348;;0;29
26/03/2020;05:00:00;-89;4501278772378;;0;47
26/03/2020;06:00:00;-87;2122762148338;;0;42
26/03/2020;07:00:00;-63;3077765607886;;-0;1
26/03/2020;08:00:00;-86;6374589266156;;0;141
26/03/2020;09:00:00;-37;1995820271682;;0;69
26/03/2020;10:00:00;-4;58302028549962;;0;93
26/03/2020;11:00:00;-10;8174554394591;;0;137
26/03/2020;12:00:00;-3;36374002280502;;0;203
26/03/2020;13:00:00;-2;83378746594005;;0;339
26/03/2020;14:00:00;-15;26983270372;;0;31
26/03/2020;15:00:00;-3;62666666666667;;0;297
26/03/2020;16:00:00;-4;24346335190742;;0;336
26/03/2020;17:00:00;-5;48649807115302;;0;337
26/03/2020;19:00:00;-12;6875267895414;;0;35
26/03/2020;20:00:00;-2;65752250321475;;0;356
26/03/2020;21:00:00;-17;2738962708958;;0;351
26/03/2020;22:00:00;-21;3887698242606;;0;339
26/03/2020;23:00:00;-27;7325332190313;;0;337
27/03/2020;00:00:00;-27;4863387978142;;0;341
27/03/2020;01:00:00;-59;8776223776224;;0;349
27/03/2020;02:00:00;-45;2662721893491;;0;351
27/03/2020;03:00:00;-51;9269776876268;;0;357
27/03/2020;04:00:00;-75;2535496957404;;0;344
27/03/2020;05:00:00;-85;8173076923077;;0;346
27/03/2020;06:00:00;-97;9568671963678;;0;351
27/03/2020;07:00:00;-96;2886597938144;;0;279
27/03/2020;08:00:00;-95;2291861552853;;0;162
27/03/2020;09:00:00;-90;6193078324226;;0;129
27/03/2020;10:00:00;-82;2363203806503;;0;52
27/03/2020;11:00:00;-85;3551912568306;;0;64
27/03/2020;12:00:00;-89;5081967213115;;0;77
27/03/2020;13:00:00;-67;8688524590164;;-0;98
27/03/2020;14:00:00;-55;819672131148;;-0;31
27/03/2020;15:00:00;-32;4590163934426;;0;3
27/03/2020;16:00:00;-94;9341438703141;;-0;17
27/03/2020;17:00:00;-96;843373493976;;-0;4
28/03/2020;16:00:00;-96;843373493976;;-0;27
29/03/2020;19:00:00;-82;4238943136129;;-0;5
29/03/2020;20:00:00;-77;246984491671;;-0;49
29/03/2020;21:00:00;-74;7271682940839;;-0;44
29/03/2020;22:00:00;-71;1659965537048;;-0;43
29/03/2020;23:00:00;-64;7329121194716;;-0;42
30/03/2020;00:00:00;-58;4147041929925;;-0;32
30/03/2020;01:00:00;-46;9270534175761;;-0;19
30/03/2020;02:00:00;-30;2125215393452;;0;2
30/03/2020;03:00:00;-46;5249856404365;;0;4
30/03/2020;04:00:00;-68;4663986214819;;0;1
30/03/2020;05:00:00;-51;3497989661114;;0;3
30/03/2020;06:00:00;-41;1538461538462;;0;38
30/03/2020;07:00:00;-28;2307692307692;;0;6
30/03/2020;08:00:00;-27;0;;34;
30/03/2020;09:00:00;-5;10597302504817;;0;104
30/03/2020;10:00:00;-10;126582278481;;0;76
30/03/2020;11:00:00;-9;55882352941176;;0;141
30/03/2020;12:00:00;-6;70511896178803;;0;289
30/03/2020;13:00:00;-0;280701754385965;;0;332
30/03/2020;14:00:00;-8;98245614035088;;0;321
30/03/2020;15:00:00;-6;1862678450034;;0;334
30/03/2020;16:00:00;-4;14540816326531;;0;322
30/03/2020;17:00:00;-7;84438775510204;;0;317
30/03/2020;19:00:00;-3;46178967994775;;0;321
30/03/2020;20:00:00;-2;65423242467719;;0;315
30/03/2020;21:00:00;-7;26618705035971;;0;318
30/03/2020;22:00:00;-8;22959889349931;;0;311
30/03/2020;23:00:00;-7;73598296664301;;0;3
31/03/2020;00:00:00;-18;1596091205212;;0;306
31/03/2020;01:00:00;-38;725190839695;;0;312
31/03/2020;02:00:00;-46;9444444444444;;0;319
31/03/2020;03:00:00;-19;9395770392749;;0;319
31/03/2020;04:00:00;-15;1898734177215;;0;337
31/03/2020;05:00:00;-7;13201820940819;;0;336
31/03/2020;06:00:00;-17;5824175824176;;0;329
31/03/2020;07:00:00;-58;448275862069;;0;286
31/03/2020;08:00:00;-65;5172413793103;;0;197
31/03/2020;09:00:00;-78;3398184176394;;0;63
31/03/2020;10:00:00;-69;390402075227;;0;68
31/03/2020;11:00:00;-26;2188515709642;;0;149
31/03/2020;12:00:00;-27;3022751895991;;0;183
31/03/2020;13:00:00;-65;54171180932;;0;59
31/03/2020;14:00:00;-47;887323943662;;0;21
31/03/2020;15:00:00;-59;2632719393283;;0;33
31/03/2020;16:00:00;-79;5959595959596;;-0;57
31/03/2020;17:00:00;-86;1616161616162;;-0;71
31/03/2020;19:00:00;-91;40625;;-0;86
31/03/2020;20:00:00;-97;4137931034483;;-0;9
31/03/2020;21:00:00;-83;4959349593496;;-0;87
31/03/2020;22:00:00;-86;162601626016;;-0;77
31/03/2020;23:00:00;-88;3739837398374;;-0;75
01/04/2020;00:00:00;-98;2926829268293;;-0;83
01/04/2020;01:00:00;-92;7601809954751;;-0;112
01/04/2020;02:00:00;-92;4194567277322;;-0;133
01/04/2020;03:00:00;-82;6165960024228;;-0;156
01/04/2020;04:00:00;-79;7399041752224;;-0;127
01/04/2020;05:00:00;-85;3893866299104;;-0;115
01/04/2020;06:00:00;-80;3138373751783;;-0;83
01/04/2020;07:00:00;-82;4751580849142;;-0;118
01/04/2020;08:00:00;-82;3350253807107;;-0;251
01/04/2020;09:00:00;-80;7256235827664;;-0;333
01/04/2020;10:00:00;-74;1496598639456;;-0;171
01/04/2020;11:00:00;-45;460829493088;;-0;1
01/04/2020;12:00:00;-66;2442396313364;;-0;82
01/04/2020;13:00:00;-94;7951273532669;;-0;75
01/04/2020;14:00:00;-80;6172839506173;;-0;97
01/04/2020;15:00:00;-98;6021505376344;;-0;99
01/04/2020;16:00:00;-77;4887892376682;;-0;172
01/04/2020;17:00:00;-78;7443946188341;;-0;167
01/04/2020;19:00:00;-74;6188340807175;;-0;16
01/04/2020;20:00:00;-63;4080717488789;;-0;162
01/04/2020;21:00:00;-65;5605381165919;;-0;153
01/04/2020;22:00:00;-68;6995515695067;;-0;154
01/04/2020;23:00:00;-55;6053811659193;;-0;135
02/04/2020;00:00:00;-56;5022421524664;;-0;11
02/04/2020;01:00:00;-57;219730941704;;-0;129
02/04/2020;02:00:00;-54;6188340807175;;-0;13
02/04/2020;03:00:00;-21;8064516129032;;-0;123
02/04/2020;04:00:00;-9;19220055710306;;-0;109
02/04/2020;05:00:00;-16;2548764629389;;-0;93
02/04/2020;06:00:00;-37;4512353706112;;-0;99
02/04/2020;07:00:00;-38;5560675883257;;-0;178
02/04/2020;08:00:00;-26;8738574040219;;-0;231
02/04/2020;09:00:00;-89;909090909091;;-0;314
02/04/2020;10:00:00;-56;9160997732426;;-0;26
02/04/2020;11:00:00;-21;6132368148914;;-0;65
02/04/2020;12:00:00;-9;10031023784902;;-0;1
02/04/2020;13:00:00;-12;3329907502569;;0;131
02/04/2020;14:00:00;-42;1377183967112;;0;74
02/04/2020;15:00:00;-31;551901336074;;-0;3
02/04/2020;16:00:00;-3;90781563126253;;0;91
02/04/2020;17:00:00;-12;221231043711;;0;11
02/04/2020;19:00:00;-7;85013380909902;;0;118
02/04/2020;20:00:00;-23;151650312221;;0;109
02/04/2020;21:00:00;-26;5834076717217;;0;1
02/04/2020;22:00:00;-21;2310437109723;;0;101
02/04/2020;23:00:00;-26;481712756467;;0;106
03/04/2020;00:00:00;-34;2551293487957;;0;95
03/04/2020;01:00:00;-56;5476190476191;;0;8
03/04/2020;02:00:00;-45;7142857142857;;0;71
03/04/2020;03:00:00;-43;9285714285714;;0;9
03/04/2020;04:00:00;-45;7142857142857;;0;97
03/04/2020;05:00:00;-57;5;;0;92
03/04/2020;06:00:00;-73;2538330494038;;0;115
03/04/2020;07:00:00;-71;3798977853492;;0;204
03/04/2020;08:00:00;-10;2112676056338;;0;119
03/04/2020;09:00:00;-37;6785714285714;;0;84
03/04/2020;10:00:00;-26;364842454395;;0;81
03/04/2020;11:00:00;-73;7976782752902;;0;86
03/04/2020;12:00:00;-85;7580398162328;;0;91
03/04/2020;13:00:00;-83;9331619537275;;-0;12
03/04/2020;14:00:00;-94;6725860155383;;-0;191
03/04/2020;15:00:00;-70;4329461457233;;-0;192
03/04/2020;16:00:00;-61;5628299894403;;-0;123
03/04/2020;17:00:00;-58;3949313621964;;-0;97
05/04/2020;02:00:00;-58;3949313621964;;-0;96
05/04/2020;19:00:00;-13;727560718057;;-0;69
05/04/2020;20:00:00;-2;85110876451954;;-0;59
05/04/2020;21:00:00;-8;77862595419847;;0;3
05/04/2020;22:00:00;-6;61577608142494;;0;18
05/04/2020;23:00:00;-10;2417302798982;;0;9
06/04/2020;00:00:00;-7;12468193384224;;0;12
06/04/2020;01:00:00;-6;6793893129771;;0;17
06/04/2020;02:00:00;-4;27553444180523;;0;27
06/04/2020;03:00:00;-10;5263157894737;;0;34
06/04/2020;04:00:00;-7;27883538633819;;0;14
06/04/2020;05:00:00;-7;81702374059062;;0;8
06/04/2020;06:00:00;-9;5928226363009;;-0;13
06/04/2020;07:00:00;-12;7155172413793;;0;27
06/04/2020;08:00:00;-18;9088191330344;;0;99
06/04/2020;09:00:00;-23;6252545824847;;0;163
06/04/2020;10:00:00;-8;44748858447489;;0;194
06/04/2020;11:00:00;-19;9255121042831;;0;321
06/04/2020;12:00:00;-5;78512396694215;;0;323
06/04/2020;13:00:00;-0;8;;0;349
06/04/2020;14:00:00;-0;355450236966825;;0;367
06/04/2020;15:00:00;-3;65135453474676;;0;318
06/04/2020;16:00:00;-13;323782234957;;0;393
06/04/2020;17:00:00;-18;1232091690544;;0;353
06/04/2020;19:00:00;-27;5071633237822;;0;336
06/04/2020;20:00:00;-5;22922636103152;;0;352
06/04/2020;21:00:00;-16;458452722063;;0;352
06/04/2020;22:00:00;-27;7936962750716;;0;338
06/04/2020;23:00:00;-26;744985673352;;0;318
07/04/2020;00:00:00;-39;6131805157593;;0;302
07/04/2020;01:00:00;-34;6368715083799;;0;307
07/04/2020;02:00:00;-16;3725490196078;;0;332
07/04/2020;03:00:00;-2;2764976958525;;0;346
07/04/2020;04:00:00;-9;23196276183088;;0;368
07/04/2020;05:00:00;-13;7415982076176;;0;391
07/04/2020;06:00:00;-9;76594027441485;;0;395
07/04/2020;07:00:00;-3;2603800140746;;0;453
07/04/2020;08:00:00;-17;7339901477833;;0;41
07/04/2020;09:00:00;-7;74102744546094;;0;396
07/04/2020;10:00:00;-11;963406052076;;0;288
07/04/2020;11:00:00;-56;8613652357495;;0;92
07/04/2020;12:00:00;-36;4532019704434;;0;6
07/04/2020;13:00:00;-22;3082336382829;;0;13
07/04/2020;14:00:00;-38;677721701514;;-0;8
07/04/2020;15:00:00;-77;8048780487805;;-0;88
07/04/2020;16:00:00;-97;1507352941177;;-0;97
07/04/2020;17:00:00;-97;4461292897047;;-0;119
07/04/2020;19:00:00;-94;8955916473318;;-0;115
07/04/2020;20:00:00;-80;5104408352668;;-0;102
07/04/2020;21:00:00;-94;7142857142857;;-0;103
07/04/2020;22:00:00;-84;3591600289645;;-0;103
07/04/2020;23:00:00;-83;9246922519913;;-0;113
08/04/2020;00:00:00;-74;2939898624185;;-0;134
08/04/2020;01:00:00;-58;8095238095238;;-0;158
08/04/2020;02:00:00;-44;954881050041;;-0;162
08/04/2020;03:00:00;-72;1082854799016;;-0;173
08/04/2020;04:00:00;-61;4847161572052;;-0;199
08/04/2020;05:00:00;-70;913190529876;;-0;209
08/04/2020;06:00:00;-71;8527315914489;;-0;208
08/04/2020;07:00:00;-39;7891963109354;;-0;21
08/04/2020;08:00:00;-27;536231884058;;-0;104
08/04/2020;09:00:00;-22;7931488801054;;-0;56
08/04/2020;10:00:00;-41;44776119403;;-0;137
08/04/2020;11:00:00;-10;718954248366;;-0;143
08/04/2020;12:00:00;-14;794223826715;;0;66
08/04/2020;13:00:00;-10;1754385964912;;0;129
08/04/2020;14:00:00;-32;8654970760234;;0;125
08/04/2020;15:00:00;-0;966702470461869;;0;135
08/04/2020;16:00:00;-11;2068965517241;;0;167
08/04/2020;17:00:00;-15;4214559386973;;0;172
08/04/2020;19:00:00;-23;8505747126437;;0;167
08/04/2020;20:00:00;-6;76229508196721;;0;169
08/04/2020;21:00:00;-14;4694533762058;;0;172
08/04/2020;22:00:00;-41;6455696202532;;0;156
08/04/2020;23:00:00;-46;8354430379747;;0;139
09/04/2020;00:00:00;-37;4683544303797;;0;158
09/04/2020;01:00:00;-24;506329113924;;0;167
09/04/2020;02:00:00;-44;9523809523809;;0;178
09/04/2020;03:00:00;-1;76125244618395;;0;192
09/04/2020;04:00:00;-7;83034257748777;;0;201
09/04/2020;05:00:00;-59;4059405940594;;0;172
09/04/2020;06:00:00;-80;9437386569873;;0;135
09/04/2020;07:00:00;-79;780141843972;;0;126
09/04/2020;08:00:00;-86;1788617886179;;0;174
09/04/2020;09:00:00;-4;51237263464338;;0;106
09/04/2020;10:00:00;-8;46325167037862;;0;202
09/04/2020;11:00:00;-44;2093541202673;;0;112
09/04/2020;12:00:00;-38;641425389755;;0;59
09/04/2020;13:00:00;-24;3875278396437;;0;65
09/04/2020;14:00:00;-34;2984409799555;;0;69
09/04/2020;15:00:00;-65;5902004454343;;-0;1
09/04/2020;16:00:00;-44;6547884187082;;-0;23
09/04/2020;17:00:00;-38;9755011135857;;-0;8
10/04/2020;12:00:00;-38;9755011135857;;-0;2
12/04/2020;10:00:00;-38;9755011135857;;0;3
12/04/2020;19:00:00;-74;1396263520157;;-0;4
12/04/2020;20:00:00;-81;7109144542773;;-0;11
12/04/2020;21:00:00;-93;4119960668633;;-0;17
12/04/2020;22:00:00;-79;5476892822026;;-0;25
12/04/2020;23:00:00;-78;5644051130777;;-0;36
13/04/2020;00:00:00;-86;2340216322517;;-0;3
13/04/2020;01:00:00;-84;9557522123894;;-0;17
13/04/2020;02:00:00;-91;8387413962635;;-0;8
13/04/2020;03:00:00;-82;4975417895772;;-0;7
13/04/2020;04:00:00;-84;267453294002;;-0;23
13/04/2020;05:00:00;-77;2861356932153;;-0;143
13/04/2020;06:00:00;-75;7128810226155;;-0;67
13/04/2020;07:00:00;-68;6332350049164;;-0;29
13/04/2020;08:00:00;-51;1307767944936;;-0;122
13/04/2020;09:00:00;-13;8888888888889;;-0;124
13/04/2020;10:00:00;-46;4454976303318;;0;57
13/04/2020;11:00:00;-41;390205371248;;0;52
13/04/2020;12:00:00;-25;4098360655738;;-0;2
13/04/2020;13:00:00;-24;5901639344262;;0;68
13/04/2020;14:00:00;-7;82208588957055;;0;62
13/04/2020;15:00:00;-3;82916053019146;;0;102
13/04/2020;16:00:00;-7;12074303405573;;0;182
13/04/2020;17:00:00;-0;322927879440258;;0;203
13/04/2020;19:00:00;-2;27272727272727;;0;213
13/04/2020;20:00:00;-3;2724520686176;;0;212
13/04/2020;21:00:00;-11;6044399596367;;0;202
13/04/2020;22:00:00;-5;46492659053834;;0;214
13/04/2020;23:00:00;-4;23402617397998;;0;221
